tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,018,200422,,,Raffaella Reggi Concato,U,,ITA,20.4928131417,27,,200429,,,Elizabeth Minter,U,,AUS,20.7556468172,,,6-1 7-5,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,019,200371,,,Mima Jausovec,U,,SLO,29.8480492813,,,200447,,,Adriana Villagran Reami,U,,ARG,29.7987679671,,,6-4 7-5,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,020,200457,,,Andrea Holikova,U,,TCH,18.3600273785,,,200473,,,Beverly Bowes Hackney,R,,USA,20.7091033539,118,,6-1 6-3,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,021,200383,,,Anne Hobbs,U,,GBR,26.7624914442,65,,200392,,,Jo Durie,R,,GBR,25.8288843258,21,,6-2 6-4,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,022,201031,,,Niurka Sodupe,U,,USA,17.1006160164,114,,200550,,,Emmanuelle Derly,U,,FRA,16.0711841205,169,,7-5 7-5,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,023,200597,,,Mary Joe Fernandez,R,,USA,14.7679671458,50,,200472,,,Helen Kelesi,U,,CAN,16.5256673511,31,,7-6(4) 6-3,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,024,200442,14,,Andrea Temesvari,R,,HUN,20.0821355236,19,,200359,,,Christiane Jolissaint,U,,SUI,24.7008898015,48,,3-6 6-2 6-4,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,025,200496,16,,Terry Phelps,U,,USA,19.4360027379,20,,200333,,,Betsy Nagelsen,R,,USA,29.5879534565,40,,6-3 6-2,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,026,200405,,,Susan Mascarin,U,,USA,21.9082819986,36,,201005,,,Amy Holton,U,,USA,21.1389459274,,,7-6(3) 6-4,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,027,201032,,,Cecilia Fernandez Parker,U,,USA,22.9103353867,,,200492,,,Tina Mochizuki,R,,USA,33.5003422313,,,6-1 5-7 6-2,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,028,200455,,,Katerina Maleeva,U,,BUL,17.0513347023,29,,200463,,,Terry Holladay,U,,USA,30.4914442163,,,6-1 6-2,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,029,200452,,,Tine Scheuer Larsen,U,,DEN,20.2026009582,47,,201033,,,Kristin Kinney,U,,USA,26.7460643395,,,6-0 6-0,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,030,200431,,,Lilian Kelaidis,U,,SUI,21.0075290897,,,200539,,Q,Jana Novotna,R,,CZE,17.6454483231,199,,6-2 6-3,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,031,200417,,,Gigi Fernandez,U,,USA,22.2559890486,106,,200454,,,Myriam Schropp,U,,GER,20.0739219713,,,6-0 6-2,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,032,200377,6,,Helena Sukova,R,,CZE,21.2511978097,8,,200334,,Q,Sabina Simmonds,R,,ITA,26.1054072553,,,6-1 6-2,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,033,200348,5,,Hana Mandlikova,R,,AUS,24.2628336756,5,,200628,,,Sabrina Goles,U,,YUG,20.977412731,35,,6-7(5) 6-3 6-3,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,034,200508,,,Virginie Paquet,U,,FRA,19.0554414784,,,200552,,,Maria Lindstrom,U,,SWE,23.2197125257,136,,3-6 6-4 6-4,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,035,201025,,,Neige Dias,U,,BRA,19.4715947981,,,200445,,,Svetlana Cherneva,U,,RUS,23.6303901437,,,3-6 6-4 6-3,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,036,200460,,,Regina Marsikova,U,,CZE,27.4551676934,,,200585,,,Kathy Horvath,U,,USA,20.7501711157,52,,6-4 6-1,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,037,200994,,,Michelle Torres,U,,USA,18.9130732375,66,,200991,,,Joanne Russell,U,,USA,31.5701574264,,,6-3 6-3,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,038,200487,,,Eva Krapl,U,,SUI,20.3559206023,,,200650,,,Isabel Cueto,U,,GER,17.4757015743,99,,2-6 6-1 6-3,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,039,200456,,,Masako Yanagi,U,,JPN,26.5379876797,122,,200495,,,Akiko Kijimuta,U,,JPN,18.0670773443,142,,3-6 7-6(4) 8-6,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,040,200630,,,Laura Gildemeister,U,,PER,22.3682409309,28,,200387,15,,Anne White,U,,USA,24.6570841889,22,,6-1 6-3,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,041,200407,,,Camille Benjamin,U,,USA,19.9808350445,69,,200389,11,,Kathy Jordan,U,,USA,26.4777549624,15,,1-6 6-2 6-3,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,042,201019,,,Melissa Gurney,U,,USA,16.9199178645,79,,200467,,,Janine Tremelling,U,,AUS,18.7022587269,61,,7-5 7-6(4),3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,043,200437,,,Annabel Croft,U,,GBR,19.871321013,42,,201034,,Q,Helena Dahlstrom,U,,SWE,18.0342231348,,,6-3 6-3,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,044,200533,,,Pam Casale Telford,R,,USA,22.431211499,33,,200369,,,Candy Reynolds,U,,USA,31.1731690623,,,6-0 3-6 6-3,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,045,200340,,,Marcella Mesker,U,,NED,27.0088980151,49,,200462,,,Belinda Cordwell,U,,NZL,20.6762491444,92,,6-0 6-0,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,046,200372,,,Bettina Bunge,U,,GER,22.9514031485,25,,200370,,,Marie Christine Calleja,U,,FRA,22.3627652293,,,6-1 6-2,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,047,200503,,,Gretchen Magers,R,,USA,22.2970568104,254,,200425,,,Sophie Amiach,U,,FRA,22.5407255305,141,,5-7 6-4 8-6,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,048,200414,3,,Steffi Graf,R,,GER,16.9472963723,3,,200502,,,Andrea Betzner,U,,GER,19.8767967146,,,6-1 6-0,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,049,200401,8,,Manuela Maleeva Fragniere,R,,SUI,19.2772073922,9,,200376,,,Katerina Bohmova,U,,CZE,28.3394934976,,,6-1 6-2,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,050,200415,,,Catherine Suire,U,,FRA,26.6940451745,82,,200408,,,Alycia Moulton,U,,USA,25.2648870637,32,,5-7 6-4 6-3,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,051,200586,,Q,Federica Bonsignori,U,,ITA,18.5133470226,168,,200332,,,Amanda Tobin Dingwall,R,,AUS,25.9630390144,,,6-0 6-0,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,052,200640,,,Mercedes Paz,U,,ARG,19.9123887748,75,,200427,,,Beth Herr,U,,USA,21.993155373,56,,6-7(3) 7-6(3) 6-1,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,053,200441,,,Louise Field,U,,AUS,19.2470910335,127,,200362,,,Liz Smylie,U,,AUS,23.1238877481,53,,6-1 6-3,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,054,200439,,,Jenny Byrne,U,,AUS,19.2470910335,126,,200410,,,Yvonne Vermaak,R,,RSA,29.4346338125,,,6-3 6-3,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,055,200616,,,Pascale Etchemendy,U,,FRA,19.9698836413,227,,200435,,,Barbara Gerken,U,,USA,21.8945927447,,,6-3 6-0,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,056,200423,13,,Carling Bassett Seguso,U,,CAN,18.6283367556,16,,200395,,,Catherine Tanvier,U,,FRA,20.9938398357,54,,7-5 6-3,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,057,200572,9,,Gabriela Sabatini,R,,ARG,16.0273785079,11,,200424,,,Etsuko Inoue,U,,JPN,21.6016427105,108,,6-1 6-1,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,058,201020,,,Petra Huber,U,,AUT,20.2737850787,59,,200421,,,Pascale Paradis Mangon,R,,FRA,20.0876112252,57,,6-1 6-2,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,059,200961,,Q,Ivanna Madruga Osses,U,,ARG,25.325119781,,,200464,,,Ann Henricksson,U,,USA,26.5681040383,44,,6-3 7-5,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,060,200398,,,Iva Budarova,U,,TCH,25.8179329227,70,,201035,,,Kate Gompert,U,,USA,23.370294319,26,,6-1 6-0,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,061,200097,,,Nathalie Tauziat,R,,FRA,18.6064339493,98,,200519,,,Sybille Niox Chateau,U,,FRA,16.5995893224,401,,5-7 6-3 9-7,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,062,200378,,,Anne Smith,R,,USA,26.9021218344,60,,200399,,,Jennifer Mundel,U,,RSA,24.3449691992,,,6-1 6-3,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,063,200576,,,Nathalie Herreman,U,,FRA,20.1615331964,107,,201022,,,Debbie Spence Nasim,U,,USA,18.7953456537,38,,7-5 6-1,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,064,200259,2,,Chris Evert,R,,USA,31.4277891855,2,,201026,,,Cecille Calmette,U,,FRA,17.8973305955,,,6-0 6-1,3,R128
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,065,200293,1,,Martina Navratilova,L,173,USA,29.6016427105,1,,200450,,,Larisa Savchenko,U,,URS,19.8466803559,63,,6-2 6-2,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,066,200480,,,Claudia Porwik,U,,GER,17.5277207392,121,,200641,,Q,Patricia Tarabini,R,,ARG,17.8015058179,184,,6-4 6-2,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,067,201021,,,Laura Garrone,U,,ITA,18.5270362765,55,,200412,,,Vicki Nelson Dunbar,U,,USA,23.665982204,,,6-3 7-6(3),3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,068,200404,10,,Zina Garrison,U,,USA,22.5242984257,12,,200021,,,Alexia Dechaume Balleret,R,,FRA,16.0629705681,363,,6-2 6-3,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,069,200453,12,,Catarina Lindqvist Ryan,U,,SWE,22.9514031485,18,,200587,,Q,Silke Meier,U,,GER,17.8672142368,149,,1-6 6-2 6-3,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,070,200465,,,Lisa Bonder Kreiss,R,,USA,20.6078028747,37,,201017,,,Angelika Kanellopoulou,R,,GRE,20.4353182752,,,6-2 5-7 6-2,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,071,200357,,,Rosalyn Nideffer,R,,USA,25.5605749487,34,,200673,,,Susan Sloane Lundy,R,,USA,15.4715947981,113,,3-6 6-2 6-2,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,072,200419,7,,Kathy Rinaldi Stunkel,U,,USA,19.1731690623,7,,200444,,,Elise Burgin,U,,USA,24.2245037645,30,,7-6(1) 6-2,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,073,200354,4,,Claudia Kohde Kilsch,R,,GER,22.4558521561,4,,200422,,,Raffaella Reggi Concato,U,,ITA,20.4928131417,27,,6-1 7-6(5),3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,074,200371,,,Mima Jausovec,U,,SLO,29.8480492813,,,200457,,,Andrea Holikova,U,,TCH,18.3600273785,,,1-6 7-6(6) 7-5,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,075,200383,,,Anne Hobbs,U,,GBR,26.7624914442,65,,201031,,,Niurka Sodupe,U,,USA,17.1006160164,114,,6-3 6-4,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,076,200597,,,Mary Joe Fernandez,R,,USA,14.7679671458,50,,200442,14,,Andrea Temesvari,R,,HUN,20.0821355236,19,,5-7 6-2 6-3,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,077,200496,16,,Terry Phelps,U,,USA,19.4360027379,20,,200405,,,Susan Mascarin,U,,USA,21.9082819986,36,,0-6 6-2 6-2,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,078,200455,,,Katerina Maleeva,U,,BUL,17.0513347023,29,,201032,,,Cecilia Fernandez Parker,U,,USA,22.9103353867,,,6-3 6-2,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,079,200452,,,Tine Scheuer Larsen,U,,DEN,20.2026009582,47,,200431,,,Lilian Kelaidis,U,,SUI,21.0075290897,,,7-5 6-2,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,080,200377,6,,Helena Sukova,R,,CZE,21.2511978097,8,,200417,,,Gigi Fernandez,U,,USA,22.2559890486,106,,7-5 6-1,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,081,200348,5,,Hana Mandlikova,R,,AUS,24.2628336756,5,,200508,,,Virginie Paquet,U,,FRA,19.0554414784,,,6-0 6-1,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,082,200460,,,Regina Marsikova,U,,CZE,27.4551676934,,,201025,,,Neige Dias,U,,BRA,19.4715947981,,,2-6 6-2 6-1,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,083,200994,,,Michelle Torres,U,,USA,18.9130732375,66,,200487,,,Eva Krapl,U,,SUI,20.3559206023,,,4-6 6-1 6-1,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,084,200630,,,Laura Gildemeister,U,,PER,22.3682409309,28,,200456,,,Masako Yanagi,U,,JPN,26.5379876797,122,,7-5 6-7(3) 6-4,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,085,200407,,,Camille Benjamin,U,,USA,19.9808350445,69,,201019,,,Melissa Gurney,U,,USA,16.9199178645,79,,6-4 4-6 8-6,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,086,200533,,,Pam Casale Telford,R,,USA,22.431211499,33,,200437,,,Annabel Croft,U,,GBR,19.871321013,42,,6-3 3-6 6-3,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,087,200340,,,Marcella Mesker,U,,NED,27.0088980151,49,,200372,,,Bettina Bunge,U,,GER,22.9514031485,25,,6-2 2-6 6-3,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,088,200414,3,,Steffi Graf,R,,GER,16.9472963723,3,,200503,,,Gretchen Magers,R,,USA,22.2970568104,254,,6-1 6-1,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,089,200401,8,,Manuela Maleeva Fragniere,R,,SUI,19.2772073922,9,,200415,,,Catherine Suire,U,,FRA,26.6940451745,82,,6-0 6-3,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,090,200640,,,Mercedes Paz,U,,ARG,19.9123887748,75,,200586,,Q,Federica Bonsignori,U,,ITA,18.5133470226,168,,7-5 6-0,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,091,200439,,,Jenny Byrne,U,,AUS,19.2470910335,126,,200441,,,Louise Field,U,,AUS,19.2470910335,127,,6-0 6-4,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,092,200423,13,,Carling Bassett Seguso,U,,CAN,18.6283367556,16,,200616,,,Pascale Etchemendy,U,,FRA,19.9698836413,227,,3-6 6-4 7-5,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,093,200572,9,,Gabriela Sabatini,R,,ARG,16.0273785079,11,,201020,,,Petra Huber,U,,AUT,20.2737850787,59,,6-1 6-3,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,094,200961,,Q,Ivanna Madruga Osses,U,,ARG,25.325119781,,,200398,,,Iva Budarova,U,,TCH,25.8179329227,70,,6-4 2-6 7-5,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,095,200378,,,Anne Smith,R,,USA,26.9021218344,60,,200097,,,Nathalie Tauziat,R,,FRA,18.6064339493,98,,1-6 6-2 6-2,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,096,200259,2,,Chris Evert,R,,USA,31.4277891855,2,,200576,,,Nathalie Herreman,U,,FRA,20.1615331964,107,,6-2 6-1,3,R64
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,097,200293,1,,Martina Navratilova,L,173,USA,29.6016427105,1,,200480,,,Claudia Porwik,U,,GER,17.5277207392,121,,6-3 6-3,3,R32
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,098,201021,,,Laura Garrone,U,,ITA,18.5270362765,55,,200404,10,,Zina Garrison,U,,USA,22.5242984257,12,,6-2 6-2,3,R32
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,099,200453,12,,Catarina Lindqvist Ryan,U,,SWE,22.9514031485,18,,200465,,,Lisa Bonder Kreiss,R,,USA,20.6078028747,37,,4-6 6-4 6-3,3,R32
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,100,200419,7,,Kathy Rinaldi Stunkel,U,,USA,19.1731690623,7,,200357,,,Rosalyn Nideffer,R,,USA,25.5605749487,34,,6-1 6-2,3,R32
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,101,200354,4,,Claudia Kohde Kilsch,R,,GER,22.4558521561,4,,200371,,,Mima Jausovec,U,,SLO,29.8480492813,,,6-0 6-3,3,R32
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,102,200597,,,Mary Joe Fernandez,R,,USA,14.7679671458,50,,200383,,,Anne Hobbs,U,,GBR,26.7624914442,65,,6-2 6-0,3,R32
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,103,200455,,,Katerina Maleeva,U,,BUL,17.0513347023,29,,200496,16,,Terry Phelps,U,,USA,19.4360027379,20,,7-6(3) 6-0,3,R32
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,104,200377,6,,Helena Sukova,R,,CZE,21.2511978097,8,,200452,,,Tine Scheuer Larsen,U,,DEN,20.2026009582,47,,6-4 6-4,3,R32
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,105,200348,5,,Hana Mandlikova,R,,AUS,24.2628336756,5,,200460,,,Regina Marsikova,U,,CZE,27.4551676934,,,6-1 6-2,3,R32
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,106,200630,,,Laura Gildemeister,U,,PER,22.3682409309,28,,200994,,,Michelle Torres,U,,USA,18.9130732375,66,,6-1 6-3,3,R32
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,107,200533,,,Pam Casale Telford,R,,USA,22.431211499,33,,200407,,,Camille Benjamin,U,,USA,19.9808350445,69,,6-3 4-6 7-5,3,R32
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,108,200414,3,,Steffi Graf,R,,GER,16.9472963723,3,,200340,,,Marcella Mesker,U,,NED,27.0088980151,49,,6-2 6-1,3,R32
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,109,200640,,,Mercedes Paz,U,,ARG,19.9123887748,75,,200401,8,,Manuela Maleeva Fragniere,R,,SUI,19.2772073922,9,,5-7 7-6(6) 7-5,3,R32
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,110,200423,13,,Carling Bassett Seguso,U,,CAN,18.6283367556,16,,200439,,,Jenny Byrne,U,,AUS,19.2470910335,126,,6-3 6-2,3,R32
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,111,200572,9,,Gabriela Sabatini,R,,ARG,16.0273785079,11,,200961,,Q,Ivanna Madruga Osses,U,,ARG,25.325119781,,,6-3 6-3,3,R32
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,112,200259,2,,Chris Evert,R,,USA,31.4277891855,2,,200378,,,Anne Smith,R,,USA,26.9021218344,60,,6-3 6-1,3,R32
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,113,200293,1,,Martina Navratilova,L,173,USA,29.6016427105,1,,201021,,,Laura Garrone,U,,ITA,18.5270362765,55,,6-1 6-2,3,R16
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,114,200419,7,,Kathy Rinaldi Stunkel,U,,USA,19.1731690623,7,,200453,12,,Catarina Lindqvist Ryan,U,,SWE,22.9514031485,18,,6-4 RET,3,R16
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,115,200597,,,Mary Joe Fernandez,R,,USA,14.7679671458,50,,200354,4,,Claudia Kohde Kilsch,R,,GER,22.4558521561,4,,7-6(4) 7-5,3,R16
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,116,200377,6,,Helena Sukova,R,,CZE,21.2511978097,8,,200455,,,Katerina Maleeva,U,,BUL,17.0513347023,29,,3-6 6-4 6-1,3,R16
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,117,200348,5,,Hana Mandlikova,R,,AUS,24.2628336756,5,,200630,,,Laura Gildemeister,U,,PER,22.3682409309,28,,6-1 6-3,3,R16
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,118,200414,3,,Steffi Graf,R,,GER,16.9472963723,3,,200533,,,Pam Casale Telford,R,,USA,22.431211499,33,,6-1 6-3,3,R16
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,119,200423,13,,Carling Bassett Seguso,U,,CAN,18.6283367556,16,,200640,,,Mercedes Paz,U,,ARG,19.9123887748,75,,6-4 2-6 6-0,3,R16
1986-W-SL-FRA-01A-1986,French Open,Clay,128,G,19860526,120,200259,2,,Chris Evert,R,,USA,31.4277891855,2,,200572,9,,Gabriela Sabatini,R,,ARG,16.0273785079,11,,1-6 6-3 6-3,3,R16
