tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,035,201411,,,Aiko Nakamura,R,163,JPN,22.0533880903,59,416,201427,,WC,Alize Cornet,R,173,FRA,15.9835728953,330,62,6-2 4-6 6-2,3,R128,,1,2,80,51,33,17,,7,11,3,7,96,52,29,18,,13,20
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,036,201363,31,,Gisela Dulko,R,170,ARG,20.9609856263,33,608,201343,,,Maret Ani,R,176,EST,23.9589322382,86,304,6-0 7-6(7),3,R128,,0,5,63,45,27,10,,3,6,1,12,63,35,24,5,,0,6
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,037,201336,19,,Dinara Safina,R,182,RUS,19.7234770705,19,995,200060,,,Tathiana Garbin,R,172,ITA,28.5475701574,77,325,6-0 6-1,3,R128,,1,1,28,17,15,9,,0,0,1,0,44,18,7,9,,6,12
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,038,201387,,,Sofia Arvidsson,R,176,SWE,21.916495551,58,418,200024,,,Maria Vento Kabchi,R,,VEN,31.6495550992,69,368,6-1 6-2,3,R128,,1,2,44,32,23,6,,2,3,0,7,48,26,10,8,,1,7
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,039,201408,,,Jamea Jackson,R,,USA,19.3593429158,89,295,200009,,Q,Tamarine Tanasugarn,R,165,THA,28.6488706366,137,196,7-6(5) 6-2,3,R128,,2,6,70,41,26,16,,4,7,1,4,74,44,22,14,,5,10
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,041,201400,16,,Nicole Vaidisova,R,181,CZE,16.733744011,16,1128,201412,,Q,Anastasia Yakimova,R,165,BLR,19.2087611225,110,241,6-1 6-3,3,R128,,2,0,46,28,17,13,,0,2,0,6,56,38,17,5,,5,11
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,042,201403,,,Anna Chakvetadze,R,170,RUS,18.8692676249,36,580,201386,,,Jie Zheng,R,164,CHN,22.5352498289,55,428,5-7 6-2 6-4,3,R128,,4,6,97,57,33,19,,7,13,0,7,98,58,30,15,,6,14
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,043,201292,,,Martina Sucha,R,,SVK,25.1553730322,96,270,200040,,,Anna Smashnova,R,,ISR,29.5030800821,40,532,3-6 6-3 6-4,3,R128,,1,2,77,46,22,14,,2,9,0,12,100,68,38,11,,5,13
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,044,201355,20,,Flavia Pennetta,R,172,ITA,23.8904859685,20,961,200072,,Q,Cara Black,R,167,ZIM,26.9130732375,202,125,6-2 2-6 6-3,3,R128,,3,7,80,36,24,22,,3,7,0,2,72,46,24,13,,3,9
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,045,201420,32,,Sania Mirza,R,153,IND,19.1704312115,32,616,201458,,Q,Victoria Azarenka,R,180,BLR,16.462696783,156,175,7-6(6) 6-2,3,R128,,3,2,72,42,29,15,,3,5,1,4,69,39,18,16,,2,6
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,046,201414,,,Michaella Krajicek,R,177,NED,17.0184804928,43,485,200062,,,Kristina Brandi,R,168,PUR,28.8021902806,75,329,6-4 7-6(1),3,R128,,5,6,77,50,36,10,,4,7,1,5,72,48,27,11,,8,12
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,047,200104,,,Emilie Loit,L,,FRA,26.6064339493,76,328,201445,,,Viktoria Kutuzova,R,170,UKR,17.4099931554,81,316,6-2 6-0,3,R128,,0,1,45,33,23,8,,3,3,1,3,45,22,12,8,,2,7
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,048,200065,3,,Amelie Mauresmo,R,175,FRA,26.5352498289,3,2851,201381,,,Tian Tian Sun,R,,CHN,24.2628336756,103,254,4-6 6-2 6-2,3,R128,,2,3,72,40,30,18,,6,9,0,0,85,65,37,6,,9,15
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,049,200096,5,,Mary Pierce,R,178,FRA,31.0034223135,5,2394,200036,,WC,Nicole Pratt,R,,AUS,32.8678986995,119,215,6-1 6-1,3,R128,,1,3,39,24,21,7,,0,0,0,0,39,23,11,4,,2,7
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,051,201441,,,Emma Laine,L,,FIN,19.8110882957,85,307,201291,,,Nuria Llagostera Vives,R,156,ESP,25.6700889802,48,470,6-1 6-1,3,R128,,2,2,46,30,22,9,,1,1,1,2,38,16,7,8,,0,5
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,052,200001,,WC,Martina Hingis,R,170,SUI,25.2950034223,349,57,201329,30,,Vera Zvonareva,R,172,RUS,21.3579739904,29,651,6-1 6-2,3,R128,,1,0,51,34,25,11,,3,3,2,1,50,26,15,8,,3,7
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,053,201421,21,,Ana Ivanovic,R,183,SRB,18.1957563313,22,912,201375,,,Shenay Perry,R,,USA,21.53045859,127,207,6-4 6-4,3,R128,,1,3,70,36,26,16,,5,7,0,4,70,35,21,16,,8,12
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,054,201325,,,Samantha Stosur,R,172,AUS,21.7987679671,98,260,201392,,,Severine Beltrame,R,171,FRA,26.4257357974,95,270,6-3 6-4,3,R128,,3,1,47,21,20,20,,0,0,5,4,60,30,21,15,,1,3
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,055,201446,,,Sybille Bammer,L,174,AUT,25.7221081451,72,339,201356,,,Eva Birnerova,R,,CZE,21.4236824093,111,240,7-5 6-4,3,R128,,0,0,84,70,38,10,,9,12,1,7,68,41,22,11,,4,9
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,056,201459,,,Zi Yan,R,171,CHN,21.1772758385,88,296,200109,11,,Nathalie Dechy,R,177,FRA,26.9021218344,13,1193,6-7(5) 6-2 6-3,3,R128,,2,4,92,59,34,14,,7,12,2,9,110,70,37,12,,9,18
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,057,201212,15,,Francesca Schiavone,R,166,ITA,25.5660506502,12,1242,201321,,,Antonella Serra Zanetti,R,,ITA,25.4784394251,65,384,6-2 7-5,3,R128,,3,6,71,41,29,13,,5,8,0,6,70,48,24,8,,8,14
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,058,201293,,,Catalina Castano,R,171,COL,26.5297741273,44,481,201371,,,Vera Dushevina,R,180,RUS,19.279945243,38,552,5-7 6-3 6-1,3,R128,,1,2,79,49,37,17,,1,3,0,5,82,43,25,20,,3,8
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,059,200035,,,Maria Sanchez Lorenzo,R,,ESP,28.1916495551,93,283,201425,,,Lucie Safarova,L,177,CZE,18.9486652977,34,601,6-4 6-3,3,R128,,7,6,77,36,27,20,,6,7,7,6,59,32,19,12,,2,6
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,060,201394,22,,Anna Lena Groenefeld,R,180,GER,20.6187542779,21,917,201440,,,Laura Pous Tio,U,,ESP,21.2922655715,84,309,2-6 6-4 7-5,3,R128,,5,6,97,48,27,24,,5,12,1,7,95,64,36,17,,5,12
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,061,201294,27,,Marion Bartoli,R,170,FRA,21.2895277207,28,656,200041,,,Amy Frazier,R,,USA,33.325119781,47,473,6-3 6-2,3,R128,,2,2,65,53,37,5,,3,4,2,5,69,43,19,14,,6,10
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,062,201311,,,Roberta Vinci,R,163,ITA,22.9103353867,49,470,200046,,,Meghann Shaughnessy,R,,USA,26.7624914442,63,390,7-5 6-4,3,R128,,1,1,60,39,23,14,,1,4,3,8,74,42,27,12,,7,12
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,063,201460,,Q,Meng Yuan,U,,CHN,19.6906228611,152,180,201349,,,Melinda Czink,L,178,HUN,23.2361396304,114,228,6-4 6-2,3,R128,,1,2,51,35,26,7,,0,2,0,1,61,51,25,5,,3,8
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,064,200079,2,,Kim Clijsters,R,,BEL,22.6091718001,2,3213,201313,,,Yoon Jeong Cho,R,,KOR,26.7926078029,61,402,6-3 6-0,3,R128,,1,4,50,28,20,8,,2,4,0,0,54,35,15,5,,6,12
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,065,200128,1,,Lindsay Davenport,R,189,USA,29.607118412,1,3331,201368,,,Karolina Sprem,R,174,CRO,21.2265571526,66,380,7-6(4) 6-3,3,R64,,6,3,60,41,33,15,,2,3,3,9,66,42,29,17,,6,8
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,066,201373,25,,Maria Kirilenko,R,173,RUS,18.9760438056,25,766,201448,,,Galina Voskoboeva,R,183,KAZ,21.0787132101,105,253,7-6(1) 6-4,3,R64,,1,7,66,48,36,10,,5,8,1,4,76,47,26,17,,8,12
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,067,201379,,,Mara Santangelo,R,181,ITA,24.553045859,73,335,200011,,,Katarina Srebotnik,R,180,SLO,24.848733744,35,581,7-6(5) 5-7 6-3,3,R64,,2,7,113,72,43,27,,9,15,3,4,117,78,49,17,,10,16
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,068,201320,14,,Svetlana Kuznetsova,R,174,RUS,20.5557837098,11,1260,201367,,,Arantxa Parra Santonja,R,,ESP,23.1868583162,102,255,6-2 6-7(3) 6-2,3,R64,,3,3,81,42,35,20,,2,4,4,2,104,50,32,24,,12,18
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,069,201281,,,Laura Granville,R,175,USA,24.681724846,57,424,201450,,,Tsvetana Pironkova,R,180,BUL,18.3436002738,94,283,7-5 6-2,3,R64,,0,4,61,40,25,18,,6,7,1,4,59,43,25,7,,1,5
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,071,200043,,,Virginie Razzano,R,173,FRA,22.6830937714,54,429,200751,,,Conchita Martinez Granados,R,,ESP,29.9904175222,106,250,7-6(3) 6-3,3,R64,,1,3,82,59,33,14,,5,9,0,6,71,45,21,16,,6,12
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,072,200003,8,,Justine Henin,R,167,BEL,23.627652293,6,2086,201453,,,Hana Sromova,U,,CZE,27.7700205339,92,286,7-6(2) 6-1,3,R64,,4,9,56,35,23,11,,3,8,1,3,72,45,19,9,,8,15
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,073,201345,4,,Maria Sharapova,R,,RUS,18.7460643395,4,2780,201315,,Q,Ashley Harkleroad,R,,USA,20.7091033539,107,250,6-1 7-5,3,R64,,2,4,53,31,26,14,,3,4,0,3,58,41,25,7,,7,11
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,074,200056,,,Jelena Kostanic Tosic,L,168,CRO,24.5311430527,71,343,201334,,,Zuzana Ondraskova,R,,CZE,25.7056810404,79,321,6-2 6-1,3,R64,,1,0,54,41,30,8,,4,4,0,5,37,20,12,7,,3,7
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,075,201290,17,,Daniela Hantuchova,R,181,SVK,22.7351129363,17,1081,201454,,WC,Akgul Amanmuradova,R,,UZB,21.5660506502,185,139,6-4 6-1,3,R64,,1,2,51,36,24,10,,3,4,2,3,56,30,16,13,,3,8
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,076,200033,13,,Serena Williams,R,175,USA,24.3066392882,15,1175,201301,,,Camille Pin,U,162,FRA,24.3942505133,130,203,6-3 6-1,3,R64,,5,4,34,21,17,8,,0,2,0,4,39,29,15,3,,0,6
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,077,201455,,,Elena Vesnina,R,176,RUS,19.4606433949,100,256,201361,,,Julia Schruff,R,,GER,23.4195756331,80,320,6-0 7-5,3,R64,,2,4,52,38,26,8,,1,3,1,1,58,32,16,9,,5,11
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,078,201456,,Q,Olga Savchuk,R,175,UKR,18.3244353183,188,137,201347,23,,Jelena Jankovic,R,177,SRB,20.8815879535,23,856,6-3 6-4,3,R64,,1,6,56,34,28,11,,5,7,0,3,53,38,23,9,,8,12
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,079,201308,,,Maria Elena Camerin,R,164,ITA,23.8247775496,113,230,201438,,,Ekaterina Bychkova,U,171,RUS,20.6160164271,74,333,4-6 7-6(7) 6-2,3,R64,,0,4,101,67,43,15,,10,16,4,7,96,58,32,19,,8,15
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,080,200069,6,,Nadia Petrova,R,178,RUS,23.6084873374,7,1936,201310,,,Martina Muller,R,,GER,23.266255989,109,244,6-4 6-1,3,R64,,4,4,69,47,29,11,,6,9,0,3,51,37,19,3,,4,10
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,081,200067,7,,Patty Schnyder,L,168,SUI,27.0910335387,8,1900,201085,,,Shinobu Asagoe,R,,JPN,29.5523613963,39,542,6-1 7-6(9),3,R64,,7,1,75,50,33,9,,7,11,0,5,76,39,16,18,,11,17
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,082,201411,,,Aiko Nakamura,R,163,JPN,22.0533880903,59,416,201363,31,,Gisela Dulko,R,170,ARG,20.9609856263,33,608,6-1 6-1,3,R64,,4,1,37,22,16,10,,2,3,0,5,42,23,10,5,,2,8
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,083,201387,,,Sofia Arvidsson,R,176,SWE,21.916495551,58,418,201336,19,,Dinara Safina,R,182,RUS,19.7234770705,19,995,6-4 6-0,3,R64,,0,0,48,34,22,12,,4,5,2,2,50,30,13,11,,6,11
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,084,200772,12,,Anastasia Myskina,R,174,RUS,24.5256673511,14,1182,201408,,,Jamea Jackson,R,,USA,19.3593429158,89,295,7-6(4) 0-6 6-3,3,R64,,2,7,98,60,35,13,,12,20,0,9,99,54,33,15,,9,15
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,085,201400,16,,Nicole Vaidisova,R,181,CZE,16.733744011,16,1128,201403,,,Anna Chakvetadze,R,170,RUS,18.8692676249,36,580,6-2 6-1,3,R64,,4,2,56,31,22,14,,3,4,2,4,46,31,14,6,,4,9
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,086,201355,20,,Flavia Pennetta,R,172,ITA,23.8904859685,20,961,201292,,,Martina Sucha,R,,SVK,25.1553730322,96,270,6-3 6-0,3,R64,,4,0,40,23,16,10,,2,4,0,3,64,42,19,7,,4,11
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,087,201414,,,Michaella Krajicek,R,177,NED,17.0184804928,43,485,201420,32,,Sania Mirza,R,153,IND,19.1704312115,32,616,6-3 7-5,3,R64,,3,2,70,43,24,16,,3,6,1,5,68,37,22,10,,5,11
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,088,200065,3,,Amelie Mauresmo,R,175,FRA,26.5352498289,3,2851,200104,,,Emilie Loit,L,,FRA,26.6064339493,76,328,7-6(1) 6-2,3,R64,,3,6,70,40,33,12,,1,2,3,3,87,57,34,12,,9,12
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,091,201325,,,Samantha Stosur,R,172,AUS,21.7987679671,98,260,201421,21,,Ana Ivanovic,R,183,SRB,18.1957563313,22,912,6-3 7-5,3,R64,,0,4,64,35,24,16,,1,4,1,3,71,35,16,20,,9,14
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,093,201212,15,,Francesca Schiavone,R,166,ITA,25.5660506502,12,1242,201293,,,Catalina Castano,R,171,COL,26.5297741273,44,481,6-1 4-6 6-3,3,R64,,3,3,84,49,33,21,,2,4,2,3,82,47,33,10,,4,9
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,094,200035,,,Maria Sanchez Lorenzo,R,,ESP,28.1916495551,93,283,201394,22,,Anna Lena Groenefeld,R,180,GER,20.6187542779,21,917,4-6 6-4 6-1,3,R64,,6,4,85,43,31,22,,5,8,3,9,97,48,32,20,,7,13
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,095,201311,,,Roberta Vinci,R,163,ITA,22.9103353867,49,470,201294,27,,Marion Bartoli,R,170,FRA,21.2895277207,28,656,6-4 3-6 6-3,3,R64,,4,5,86,49,35,21,,4,6,1,1,78,56,37,14,,4,7
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,097,200128,1,,Lindsay Davenport,R,189,USA,29.607118412,1,3331,201373,25,,Maria Kirilenko,R,173,RUS,18.9760438056,25,766,6-4 4-6 6-2,3,R32,,1,6,84,45,29,22,,3,7,4,6,97,59,38,14,,5,11
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,098,201320,14,,Svetlana Kuznetsova,R,174,RUS,20.5557837098,11,1260,201379,,,Mara Santangelo,R,181,ITA,24.553045859,73,335,6-3 6-1,3,R32,,10,1,42,27,20,11,,2,3,0,6,54,30,15,8,,7,12
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,099,200118,,,Virginia Ruano Pascual,R,169,ESP,32.3203285421,104,253,201281,,,Laura Granville,R,175,USA,24.681724846,57,424,6-3 6-3,3,R32,,1,3,50,40,26,6,,2,4,1,5,78,52,29,9,,9,14
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,100,200003,8,,Justine Henin,R,167,BEL,23.627652293,6,2086,200043,,,Virginie Razzano,R,173,FRA,22.6830937714,54,429,6-4 6-1,3,R32,,4,4,42,22,18,12,,2,3,0,4,76,56,29,8,,9,14
